skip_window?,delete too close?,delete low variance?,kind,window size,filter,data set,sensor,repetitions,segmentation points,old / preprocessed
false,true,false,Maxima,301,MovingAverage,Jan_liegestuetzen3_13_10_2020,Belly,13,16,preprocessed
false,true,false,Maxima,301,MovingAverage,Jan_liegestuetzen3_13_10_2020,RightArm,13,15,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen1_13_10_2020,Chest,24,26,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen1_13_10_2020,RightArm,24,26,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen1_13_10_2020,LeftArm,24,26,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen1_13_10_2020,Belly,24,26,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen2_13_10_2020,Chest,19,25,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen2_13_10_2020,Belly,19,25,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen2_13_10_2020,LeftArm,19,24,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen2_13_10_2020,RightArm,19,22,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen3_13_10_2020,Belly,11,13,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen3_13_10_2020,Chest,11,13,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen3_13_10_2020,LeftArm,11,13,preprocessed
false,true,false,Maxima,301,MovingAverage,Lukas_liegestuetzen3_13_10_2020,RightArm,11,13,preprocessed
score (lower is better): ,335

false,true,false,Maxima,301,Butterworth,2020-07-02_11.17.39,RightArm,24,25,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_11.17.39,LeftArm,24,26,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_11.17.39,Chest,24,26,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_11.17.39,Belly,24,27,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_12.50.00,RightArm,20,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_12.50.00,LeftArm,20,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_12.50.00,Belly,20,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_12.50.00,Chest,20,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_13.00.09,LeftArm,15,19,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_13.00.09,RightArm,15,18,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_13.00.09,Belly,15,18,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_13.00.09,Chest,15,17,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.07.33,Belly,26,27,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.07.33,RightArm,26,27,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.07.33,Chest,26,26,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.07.33,LeftArm,26,27,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.14.32,Belly,22,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.14.32,RightArm,22,23,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.14.32,Chest,22,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.14.32,LeftArm,22,23,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.20.28,Belly,18,17,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.20.28,Chest,18,17,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.20.28,RightArm,18,17,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.20.28,LeftArm,18,17,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.59.59,Chest,10,13,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.59.59,LeftArm,10,13,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.59.59,RightArm,10,13,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_14.59.59,Belly,10,13,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.13.22,RightArm,16,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.13.22,LeftArm,16,24,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.13.22,Chest,16,21,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.13.22,Belly,16,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.31.36,Belly,18,20,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.31.36,LeftArm,18,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.31.36,Chest,18,22,preprocessed
false,true,false,Maxima,301,Butterworth,2020-07-02_15.31.36,RightArm,18,18,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats2_13_10_2020,Chest,49,67,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats2_13_10_2020,Belly,49,68,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats2_13_10_2020,LeftArm,49,69,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats2_13_10_2020,RightArm,49,71,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats_13_10_2020,RightArm,30,38,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats_13_10_2020,LeftArm,30,40,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats_13_10_2020,Belly,30,40,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_Squats_13_10_2020,Chest,30,41,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen1_13_10_2020,RightArm,27,28,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen1_13_10_2020,Chest,27,28,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen1_13_10_2020,Belly,27,28,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen1_13_10_2020,LeftArm,27,28,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen2_13_10_2020,Chest,20,21,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen2_13_10_2020,Belly,20,22,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen2_13_10_2020,LeftArm,20,22,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen2_13_10_2020,RightArm,20,21,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen3_13_10_2020,Belly,17,19,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen3_13_10_2020,RightArm,17,20,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen3_13_10_2020,Chest,17,19,preprocessed
false,true,false,Maxima,301,Butterworth,Andre_liegestuetzen3_13_10_2020,LeftArm,17,19,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen1_13_10_2020_edited,LeftArm,25,29,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen1_13_10_2020_edited,RightArm,25,29,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen1_13_10_2020_edited,Chest,25,30,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen1_13_10_2020_edited,Belly,25,30,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen2_13_10_2020,LeftArm,19,22,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen2_13_10_2020,Belly,19,23,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen2_13_10_2020,Chest,19,23,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen2_13_10_2020,RightArm,19,22,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen3_13_10_2020,LeftArm,13,14,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen3_13_10_2020,Chest,13,16,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen3_13_10_2020,Belly,13,16,preprocessed
false,true,false,Maxima,301,Butterworth,Jan_liegestuetzen3_13_10_2020,RightArm,13,15,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen1_13_10_2020,Chest,24,26,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen1_13_10_2020,RightArm,24,26,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen1_13_10_2020,LeftArm,24,26,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen1_13_10_2020,Belly,24,26,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen2_13_10_2020,Chest,19,24,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen2_13_10_2020,Belly,19,23,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen2_13_10_2020,LeftArm,19,24,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen2_13_10_2020,RightArm,19,23,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen3_13_10_2020,Belly,11,13,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen3_13_10_2020,Chest,11,13,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen3_13_10_2020,LeftArm,11,13,preprocessed
false,true,false,Maxima,301,Butterworth,Lukas_liegestuetzen3_13_10_2020,RightArm,11,13,preprocessed
score (lower is better): ,296

false,true,false,Maxima,351,MovingAverage,2020-07-02_11.17.39,RightArm,24,25,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_11.17.39,LeftArm,24,27,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_11.17.39,Chest,24,26,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_11.17.39,Belly,24,27,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_12.50.00,RightArm,20,21,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_12.50.00,LeftArm,20,23,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_12.50.00,Belly,20,22,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_12.50.00,Chest,20,23,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_13.00.09,LeftArm,15,18,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_13.00.09,RightArm,15,19,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_13.00.09,Belly,15,17,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_13.00.09,Chest,15,17,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.07.33,Belly,26,26,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.07.33,RightArm,26,27,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.07.33,Chest,26,26,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.07.33,LeftArm,26,27,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.14.32,Belly,22,23,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.14.32,RightArm,22,24,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.14.32,Chest,22,23,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.14.32,LeftArm,22,23,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.20.28,Belly,18,17,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.20.28,Chest,18,17,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.20.28,RightArm,18,17,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.20.28,LeftArm,18,16,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.59.59,Chest,10,11,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.59.59,LeftArm,10,12,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.59.59,RightArm,10,13,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_14.59.59,Belly,10,12,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.13.22,RightArm,16,20,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.13.22,LeftArm,16,20,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.13.22,Chest,16,22,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.13.22,Belly,16,22,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.31.36,Belly,18,20,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.31.36,LeftArm,18,21,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.31.36,Chest,18,19,preprocessed
false,true,false,Maxima,351,MovingAverage,2020-07-02_15.31.36,RightArm,18,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats2_13_10_2020,Chest,49,63,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats2_13_10_2020,Belly,49,63,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats2_13_10_2020,LeftArm,49,64,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats2_13_10_2020,RightArm,49,59,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats_13_10_2020,RightArm,30,38,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats_13_10_2020,LeftArm,30,39,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats_13_10_2020,Belly,30,39,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_Squats_13_10_2020,Chest,30,40,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen1_13_10_2020,RightArm,27,27,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen1_13_10_2020,Chest,27,27,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen1_13_10_2020,Belly,27,27,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen1_13_10_2020,LeftArm,27,27,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen2_13_10_2020,Chest,20,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen2_13_10_2020,Belly,20,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen2_13_10_2020,LeftArm,20,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen2_13_10_2020,RightArm,20,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen3_13_10_2020,Belly,17,18,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen3_13_10_2020,RightArm,17,18,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen3_13_10_2020,Chest,17,18,preprocessed
false,true,false,Maxima,351,MovingAverage,Andre_liegestuetzen3_13_10_2020,LeftArm,17,18,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen1_13_10_2020_edited,LeftArm,25,29,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen1_13_10_2020_edited,RightArm,25,28,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen1_13_10_2020_edited,Chest,25,28,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen1_13_10_2020_edited,Belly,25,30,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen2_13_10_2020,LeftArm,19,21,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen2_13_10_2020,Belly,19,23,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen2_13_10_2020,Chest,19,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen2_13_10_2020,RightArm,19,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen3_13_10_2020,LeftArm,13,14,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen3_13_10_2020,Chest,13,15,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen3_13_10_2020,Belly,13,15,preprocessed
false,true,false,Maxima,351,MovingAverage,Jan_liegestuetzen3_13_10_2020,RightArm,13,14,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen1_13_10_2020,Chest,24,26,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen1_13_10_2020,RightArm,24,26,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen1_13_10_2020,LeftArm,24,26,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen1_13_10_2020,Belly,24,26,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen2_13_10_2020,Chest,19,21,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen2_13_10_2020,Belly,19,22,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen2_13_10_2020,LeftArm,19,21,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen2_13_10_2020,RightArm,19,20,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen3_13_10_2020,Belly,11,13,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen3_13_10_2020,Chest,11,13,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen3_13_10_2020,LeftArm,11,13,preprocessed
false,true,false,Maxima,351,MovingAverage,Lukas_liegestuetzen3_13_10_2020,RightArm,11,13,preprocessed
score (lower is better): ,223

false,true,false,Maxima,351,Butterworth,2020-07-02_11.17.39,RightArm,24,25,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_11.17.39,LeftArm,24,26,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_11.17.39,Chest,24,26,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_11.17.39,Belly,24,26,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_12.50.00,RightArm,20,21,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_12.50.00,LeftArm,20,21,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_12.50.00,Belly,20,21,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_12.50.00,Chest,20,21,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_13.00.09,LeftArm,15,19,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_13.00.09,RightArm,15,18,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_13.00.09,Belly,15,17,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_13.00.09,Chest,15,17,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.07.33,Belly,26,26,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.07.33,RightArm,26,26,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.07.33,Chest,26,26,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.07.33,LeftArm,26,26,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.14.32,Belly,22,22,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.14.32,RightArm,22,22,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.14.32,Chest,22,22,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.14.32,LeftArm,22,23,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.20.28,Belly,18,17,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.20.28,Chest,18,17,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.20.28,RightArm,18,17,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.20.28,LeftArm,18,16,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.59.59,Chest,10,12,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.59.59,LeftArm,10,13,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.59.59,RightArm,10,12,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_14.59.59,Belly,10,12,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.13.22,RightArm,16,20,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.13.22,LeftArm,16,22,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.13.22,Chest,16,19,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.13.22,Belly,16,19,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.31.36,Belly,18,19,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.31.36,LeftArm,18,21,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.31.36,Chest,18,20,preprocessed
false,true,false,Maxima,351,Butterworth,2020-07-02_15.31.36,RightArm,18,17,preprocessed
false,true,false,Maxima,351,Butterworth,Andre_Squats2_13_10_2020,Chest,49,63,preprocessed
